AddressGUID,AddressID,Region,State_Province,City,PostalCode,CustomerGUID
24cf0163-8b0b-48b9-a1e0-7ab5e46c71aa,51,South,Virginia,Salem,24153,5c32026e-fde9-4eec-9926-050afc385ef3
0df27b85-a958-4da9-9329-0643469e4710,52,West,California,Mountain View,94043,740c5781-70e0-4ac3-a7a0-2fd16c5950a7
f8411968-4da2-4651-9ac9-d78cb4082d2e,53,West,California,Murrieta,92563,a1ba6fc5-45b1-45e7-ba21-21de10c823f7
c9ad7741-7bef-429e-876e-d5c4cfeb9874,54,West,California,Napa,94559,d129f550-de7e-4ec7-a389-55354b6db4c5
61a4716c-4ad0-4aa3-9829-0f2180ba3466,55,East,New York,New York City,10177,67468210-dea9-48f0-9974-aed99e17c0d1
69c383c2-8b02-4979-b9c4-35f616432e24,56,East,Rhode Island,Smithfield,2917,62f39a1f-979c-4ca7-81c6-ce8a82c33b0b
5e75bf24-90a1-4976-9d09-848e52ee7a86,57,East,Vermont,Burlington,5401,ecefbb4f-fb10-4279-8af6-3c71c7731d03
d9c43311-a598-4132-aa2c-201a6eb33e2b,58,East,Maine,West Scarborough,4070,2f86fe0a-5f76-4542-98c9-ababd39fd290
38cfb0e7-b4a9-4b35-a408-7c59893d1ab5,59,East,Massachusetts,Duxbury,2331,fecb2d62-3e9f-4e46-9f1c-71a633db18bc
e7d67da1-f4eb-4117-b431-039d35bed787,60,East,New Jersey,Iselin,8830,2c3ff67c-64e5-4f38-ad0b-9ab89fec3e26
de4042b9-526a-4916-a11e-de5f324b0d6d,61,East,New Jersey,Lakewood,8701,7355f030-e24f-4c8c-ba26-9fd133158075
f685af06-c0a5-49c4-a9c6-782cdc600b4d,62,East,New Jersey,Wayne,7470,de0ef5ea-a0ef-423c-879b-ebc134e5640a
90d09f92-ba45-462c-961b-896c5814b36f,63,East,New Jersey,Wyckoff,7481,753f71d4-f121-45e9-9612-77308221216c
bc36381f-73be-40cb-af29-a2e7e400e8b8,64,East,Vermont,Bennington,5201,1d724a99-bf94-4525-a568-6e72d9e2d77a
d6f976bd-4b79-49e0-b7f5-0cce3266a8aa,65,West,Oregon,Keizer,97303,5dd3a699-d1ef-4d5e-97a2-5e7fd6a2df9d
b249b692-1dad-4bea-a44f-4e0b92e12f0f,66,West,Oregon,Lake Oswego,97035,b5722ad9-3bcc-441d-8d35-221db0e2c8e2
9219aeb1-8ad6-41e1-bb9a-fd15fa04e443,67,East,Ohio,Canton,44708,535fffed-6e59-4554-9a03-552fd31d7e9f
020d2c2f-4fe6-4c4e-9461-87a26a722613,68,East,Ohio,Cincinnati,45231,dee26b61-366e-4c7b-b0a4-9a14d8617b04
f8afe07c-2ad8-49eb-9bb2-7e0a6e0e5c05,69,East,Ohio,Cleveland,44105,4ecac21a-b776-4f1d-bf93-d61800b5aed8
5faf3b67-9c7a-4000-8548-fba7e73b319f,70,West,California,Vacaville,95687,cdd88861-f7bf-440b-bb00-2e7f4b459121
38483e90-1f19-4826-a206-09673b4b5cb7,71,East,Vermont,Essex Junction,5451,e2592f33-36fc-4dcd-8289-cbae53b64a37
9a1b25e6-356f-4d60-be79-353b2da8e3d6,72,West,California,Vacaville,95687,51fca491-82f3-4fca-a3ee-35ea20cc053e
016b65e9-b57f-4f9d-bfd1-c25fcc4437f2,73,West,California,Vallejo,94591,f38017c6-3e7a-4c8a-bcb7-25399194091e
a9685681-ee8e-42f0-97d6-2d377c4ec070,74,South,Louisiana,Terrytown,70056,2e03cf53-20f2-4aaa-ae16-29452aa0b78c
bcaa8870-8e06-4a11-babb-6587c0356578,75,South,Virginia,Tysons Corner,22102,e257a8fe-e5e3-47af-82b7-49c35c97f442
5b3e6c3c-33f9-4d79-81ea-459dc6651c68,76,Central,Illinois,Chicago,60601,cbaff3a9-3301-411c-b252-f0114e71bce9
f858f66d-2291-464d-9d8f-298e5cbbdfdf,77,Central,Kansas,Leawood,66209,b8f5cfcc-af64-4982-9c11-e4fa35557752
2d324c8f-ec9b-464c-b0ed-e4d285d9f8bd,78,Central,Kansas,Lenexa,66215,2a959050-b2a0-4c4d-9214-3c22cbd273a4
9b22505d-b3cd-4599-a226-dad1385902ec,79,Central,Kansas,Manhattan,66502,469c7ae7-3a15-4389-b0f9-f27e11658fe7
424915d5-9c86-404e-a718-ef6f4333fe3e,80,Central,Kansas,Olathe,66062,3c55ccf4-c950-4c59-bb77-d27cf375dfdc
2863dd03-d5c5-46f0-9521-b0b6720dddde,81,East,Connecticut,New Haven,6510,75402ec5-6a09-43b5-86f0-c30e59b91d99
8fd38dea-81ed-43b6-87b7-025f62f98d93,82,East,Maine,Bangor,4401,c2d428c0-fb1c-4a7e-8373-a39ef25adce4
2e0aa44b-05a7-496b-a5da-8c05eae6a84a,83,East,Maine,Biddeford,4005,56971a85-f70b-466e-93b6-e609de463f9a
24837b2c-0aba-4c78-989d-8912925e0c89,84,East,Massachusetts,Boston,2129,93e20027-8c64-4b35-b85a-747323910a16
a5e728d9-b15d-463c-8240-e812f762c36d,85,East,Massachusetts,Franklin,2038,5dfa2d05-4c7c-4a53-aaea-d092424f8f4c
4eac186c-6d7d-4455-8d13-3bbb81e8b535,86,East,Massachusetts,Lowell,1852,5a9e40fc-2088-462c-9088-f8cef9301d30
1a94059c-54a9-4bf1-98f5-4123f8af79b2,87,East,Massachusetts,Marlborough,1752,6e93ea9f-1fa0-4483-ab55-e445599f3955
af9d8cf9-7934-417a-b93b-cc0d8f7d0e1d,88,East,Massachusetts,Sharon,2067,7284bfe5-1c2b-4dcc-bf46-a9db28765460
4d9a91a9-55f0-41c5-bbe0-c563b849c233,89,East,New Hampshire,Dover,3820,c40b7514-6cc8-44ab-b943-bceae392e212
09ad65ee-baac-47cc-b6f1-96c945911a47,90,East,New Jersey,Ewing,8618,3093b338-2462-4742-86b4-cc339b066a87
108452f5-0990-4a57-8847-3f8a5d93b51b,91,East,New Jersey,Lodi,7644,3b54adc8-92a6-4fd0-900f-ef3c6ac62406
80e72b3f-88d9-4edc-a781-113807e8bd01,92,East,New Jersey,Nutley,7110,7287a371-edfa-4fd1-90bb-2f1e9c1598a9
2712474a-40ac-494a-98ef-41536bb555ac,93,East,New Jersey,Perth Amboy,8861,a975631a-e13f-4952-affc-e4327189e48e
578f13cc-da0a-4856-b1fe-6a9885f45f30,94,East,New Jersey,Woodbridge,7095,3e5a5b0f-b252-4ea6-9060-8c5a3bbd36af
c7476717-f706-4a69-ae6c-10de5142076d,95,East,Rhode Island,Woonsocket,2895,4feb5c09-bf08-4e16-9b7a-320aee59763f
eed675e8-a9d0-40ed-a8db-e6ca58247816,96,West,Oregon,Lake Oswego,97035,57cba775-e31a-4f02-9ffd-32bfc2662fcf
f03d23c5-78bd-4584-97e7-76ff3314469d,97,West,Oregon,Mcminnville,97128,6c155f86-0b19-42c0-a128-bee81f7cdf2d
d79c6991-2e88-4bed-94d7-501e7661eee4,98,West,Oregon,Medford,97504,627066e9-8eb0-4539-93db-33b727f9e6b0
d9377241-cdea-4f07-8397-f2ee24531882,99,West,Washington,Seattle,98103,754430bf-5ee3-4cd0-8fa8-c4e57280c40c
9b97cdfd-1517-46bb-8175-a0ed569bca5b,100,West,Utah,Kearns,84118,438f3560-8dbe-4ecd-aed4-d71b6e68b01a
bc431446-7d4c-451c-afb2-4f8697b9a4ed,101,West,Utah,Layton,84041,afd6c29e-907a-4922-9292-1ad5b2bfba63
4b98fa17-7bd5-4f7d-a276-3b24dc9e0760,102,West,California,Visalia,93277,c35d1787-bc12-4be9-a0f3-854da1856b06
cf9c4ab8-bace-4cc4-ae51-888fac4b68f2,103,South,Virginia,Tysons Corner,22102,7b53c619-9b63-4962-8e2e-a133421fcea9
ba16183f-81e3-4bda-a2c5-d1d4d4dae919,104,Central,Texas,Rowlett,75088,499ba1c7-7176-4f23-81f3-1d54c8e1b3eb
ee3392b0-a19b-40bc-b62f-f358ceaa7806,105,Central,Texas,San Angelo,76903,722683f3-c554-42bd-9e28-d50d8b17ea0e
1cd13b1a-852e-4801-9fe0-da0b5aa51ac4,106,Central,Texas,San Antonio,78207,abe793cc-824b-45a5-bb39-bc9e0ab11a54
7f1aa369-8718-4104-96dd-1172940aa674,107,Central,Illinois,Alton,62002,72904103-1249-4466-ab33-977a81fa456e
9cab6af2-a24b-44cc-b051-317810df968c,108,Central,Illinois,Arlington Heights,60004,de86d3b0-3c3d-487f-871a-40111acf76b4
d5da7141-4d4b-4561-9c34-dcb53f75df72,109,West,Oregon,Lake Oswego,97035,f0d312bf-d3b5-438b-bdb8-3e7f0b55993a
1948012b-2d2f-4dfa-a2ff-76c9311e258a,110,West,Oregon,Mcminnville,97128,9d6619f4-58d6-4883-9818-16afb12af95f
edfc585e-d0b7-4ae9-96c3-0f68cc3a1b95,111,West,Oregon,Medford,97504,2e233ef1-91e3-486a-b40c-ed30f442696b
75426353-5d8d-4573-9841-9c0faaf47794,112,West,California,Petaluma,94952,315b77a5-e985-4081-ac00-0fbbde70b253
d0403e08-1c3c-478b-968e-f9fc4de3ba79,113,East,Massachusetts,Clinton,1510,c8948321-fbc5-4b84-8c6b-e02b028e4f72
18f493a0-6aeb-4bc8-95c6-467641c72f1d,114,East,Massachusetts,Longmeadow,1106,60d92b14-dbe3-4d8b-a9af-b9104be21577
d51093a9-e210-490b-ab63-e55da145e60c,115,East,Massachusetts,Wakefield,1880,9852f493-0e4a-4941-9117-19b2366a1fb6
4346a749-0c43-402f-b049-91acb14fa108,116,West,California,Visalia,93277,d0e64b48-9681-43af-844a-ab2dac471991
7084dec5-24e0-415e-9fac-c9f74df2218c,117,East,Connecticut,Ansonia,6401,251a197a-e46f-47ee-98b6-d849b16d2102
1550b576-483d-4fc9-8098-76777f60cf0f,118,East,Connecticut,Norwich,6360,8d2ca95f-56bd-43ea-9846-fbce39990329
9b9b9d24-1644-415b-a150-3a827bc8c6ee,119,East,Massachusetts,Yarmouth,2664,b4ebfe3d-f2e2-444b-8a2a-0efaf840ca60
b335e871-2d67-4ace-b10a-6358cdfbb34b,120,East,Pennsylvania,West Mifflin,15122,62139b94-0f43-4377-b4e0-f843b0c61b77
0faa1b66-e7c9-4175-9546-2c2127b7d159,121,Central,Texas,Watauga,76148,93c2f984-1566-4fda-97d2-b6da25478e82
b339b101-64f0-4121-b165-3dbbca2e514e,122,East,Vermont,Colchester,5439,b309b55a-6773-4847-848b-e7f145281b10
5a7033e5-887c-460d-a82e-cdcd042f933d,123,East,Vermont,Essex Junction,5451,8e8bbc6b-ea9d-41b2-b4c4-4e45bcb0fbba
8a36c8d6-9f5f-4047-b61d-3da2d9201080,124,East,Vermont,South Burlington,5403,475839d3-faa6-4cce-bf59-ddad29c85458
f146be5b-f85e-4f90-8314-7e8fd946f708,125,South,Tennessee,Kingsport,37664,82d9136d-9ca4-4ac0-be20-26dc4e723375
92c8dd09-da89-41ea-b8bc-ca4216e00fca,126,South,Tennessee,Knoxville,37918,c827b93e-79a1-47ab-b27c-3e2544ed219f
beab0c66-689a-4020-a0c8-c6f669767870,127,South,Tennessee,La Vergne,37086,82dcc484-400c-4494-804c-2c2813c1138f
4f12fa06-9d27-4ef0-b088-d0d115acae87,128,South,Tennessee,Lebanon,37087,e81e6bcd-b7db-4df9-a832-18d54247c56b
c1844eed-4dd5-4937-a56b-32983b897777,129,West,Colorado,Fort Collins,80525,f62d6aa2-6da8-4c33-9b86-9ecf3e51739b
dec87a84-1e8c-479d-af37-0088f5f2089a,130,West,Colorado,Fountain,80817,1d8b1cdd-7b01-42ef-a2de-2dddfc75bd6e
530799c7-7c5e-4838-ae1b-c853c5d135e4,131,Central,Illinois,Oak Forest,60452,7c4c20e4-b0a1-495d-958b-f129b0193123
e251d54c-ceda-4b7f-964e-61f3bce631d7,132,Central,Texas,Saginaw,76131,16e497dd-058b-4d77-bea6-80d666eb94c6
fa4e379f-13d6-4e43-85d3-b0e46db93288,133,West,Washington,Redmond,98052,ea2c9409-0b45-4f40-b01e-4e27dcec5b5a
41b71373-d2a4-4caf-8be6-c47ef0da94e0,134,West,Washington,Renton,98059,d524ae98-6d08-436d-9e73-363a21a1d8e0
36fe73ab-47be-4f0e-96ae-378e9eb75564,135,West,Washington,Richland,99352,bcdfe987-6137-455a-ac09-23d8615ec41e
8ad17cde-5ce2-4b96-b395-2f48937ec85b,136,South,Tennessee,Lebanon,37087,8f8dae7b-08cd-451e-9721-51d106f1fdda
72f3fed4-e2f3-4c20-bf51-d04a3f6ad538,137,South,Tennessee,Maryville,37804,1b4b1434-476e-45c5-9db9-dab80b603bc9
10422088-3ec7-4cf2-a0fc-c6ec5191fe44,138,South,Louisiana,Baton Rouge,70802,50c28692-3ebb-41bf-9cd0-193bdead5585
420ef186-a51c-4c17-8a6d-bc4dcddaccb6,139,East,Maine,Westbrook,4092,5e540647-b843-4066-8cbf-dac867a96439
e6930d6e-4549-4297-9f79-1e66adfff0e2,140,East,New Jersey,Fort Lee,7024,30a3589f-859f-4d2a-abc2-ff0e6bbf973f
6c2289f0-bebc-4e8e-a81a-8f97e902af5c,141,Central,Texas,Gainesville,76240,dbbfe25b-64fd-4b77-bbe2-1787b6c8fdcb
a734c203-fc59-416d-85e5-e1420a910375,142,Central,Texas,Saginaw,76131,38232bc9-2870-44b4-a2b3-92da10dfc2a0
a7fd835e-12e8-4747-a328-846d347aaf2c,143,West,Washington,Seatac,98158,588cda28-7f08-4a3e-9432-9d17338023c7
e1215bbb-629d-47c5-b340-7070128a1a2c,144,Central,Texas,Corpus Christi,78415,0a44d24e-410f-4665-a447-ee98d24aa151
64f980bd-d724-4909-b28d-94194c1bd920,145,South,Virginia,Colonial Heights,23834,5f8c3747-afd4-4937-b973-40f4db9373c8
2223b0f2-aaf1-42f8-8860-1477383103d1,146,Central,Kansas,Olathe,66062,2d2b8f39-b971-4428-b5f5-e46a3de84696
2bc061fa-64d2-47c8-b414-b39e284e5afc,147,West,California,San Francisco,94122,57d10193-1fc9-45dd-8ae7-7b1f319cd7fb
d0cdf260-de71-44b9-bd05-4644f0c1efc1,148,East,Maine,Brunswick,4011,265de0fb-16d8-4796-bd48-3a35be94a12f
cd74ae26-a53d-4e9d-8fe2-73d8789a1997,149,East,Maine,Lewiston,4240,10f162b2-9241-47eb-b1b8-125a5ddd6de0
bb786eab-179c-4db1-bae7-9f44b72c6aa9,150,East,Massachusetts,Arlington,2474,80340801-d6ad-4f69-84ec-7df411aa1e33
1d0fb033-6c19-4bfc-ab0c-33bbdb4b101d,151,East,Massachusetts,Falmouth,2540,917c7445-cc1a-4315-9025-9d64bdee627d
2e409353-4c75-470d-89ac-40161d4e3f26,152,East,Massachusetts,Westborough,1580,c340cfdb-9fdb-462c-a6e1-8673e34b6f2b
19f3f580-8ddb-46e5-a23c-7715450a6369,153,East,New Hampshire,Derry,3038,fa676ab3-1c88-477b-b886-7afe3396ab3b
5ac6c4e3-7145-4e85-b179-759585bc4046,154,Central,Texas,Gainesville,76240,4a8586c3-c9c6-44a6-b203-db15e40dc97b
25dfa568-7485-423b-ad4d-ec4c396b8051,155,Central,Illinois,Arlington Heights,60004,3dfd9763-968f-49f8-96f3-5f39665d5931
934abf6e-0a92-496c-8222-4be7970bd566,156,Central,Illinois,Aurora,60505,d0f238a9-7d92-4972-ae3f-1b427788b3b6
954cc6fb-afcd-49ae-a353-8256778c3afb,157,West,Utah,Layton,84041,ffc114e1-bdea-4898-aca6-01dd082397f2
b03215c1-80d6-4d0f-b65f-8e9c57f9c990,158,West,Utah,Lehi,84043,25822e9f-0b68-4312-a907-bbb72d55375f
d5275c73-a72a-4c10-a414-5c95cec3a238,159,West,Utah,Logan,84321,1bf4aaf8-2aae-4bac-8b43-4e22a4f22480
09043cc4-c414-459f-973c-0d2fe7571f35,160,Central,Kansas,Olathe,66062,d65afd8b-a4cf-47b2-b3e7-f6ef01acccc0
43b2f251-a0ce-4ae9-b724-9fa3c6cf04a9,161,Central,Kansas,Overland Park,66212,5d2f0e91-8ace-4e0f-bb2e-8f15e5df651a
fc61cb8c-d2fc-4062-83aa-60668dd99cec,162,Central,Michigan,Detroit,48138,dd96dbbb-7a58-4a47-86c1-d302542f9904
a881d1bd-5e16-41a7-9f09-51312645ffc2,163,West,Arizona,El Mirage,85335,9a25ddf6-c327-43d7-9d2b-d826cb1539b8
1119f11b-8642-46bf-b0ad-9da6ced77a7e,164,Central,Oklahoma,Bartlesville,74006,34c7283b-786e-43fe-a587-24f5394410df
49bb3f37-e531-4903-a984-f1df80ada755,165,Central,Texas,Dallas,75217,bebfc556-ccf7-4b76-9c2e-969e0c93467e
cb5272d0-1587-4d51-b51a-e85b47ee78b4,166,Central,Texas,Deer Park,77536,c4b9920c-6faf-41ab-a824-c288222a43d6
fc4a9f57-aca7-4524-b6df-defaf3b2a1c1,167,West,California,Petaluma,94952,0f6e72b2-bed1-4033-a68e-d3507db0d587
79f53867-cd38-463d-bd6d-15985dbf73ad,168,West,California,Pico Rivera,90660,49ba4c14-3520-43d6-a666-3a2d10e45f21
aeae9436-accc-4d25-b4e2-0fbc6ef4bb07,169,East,New York,Troy,12180,6fd6e0a3-1084-4d35-ad2b-6b5ba3adae99
10861133-82bb-4220-afaa-5ee3478eee2f,170,East,New York,Utica,13501,3d5c1a62-b284-44c2-8936-b6178bf9882f
78c7c395-5c47-4162-b299-a43bbed10916,171,East,New York,Valley Stream,11580,b3406725-ddce-4744-a568-1efc41d925a9
345b8525-d383-4007-a636-4157064dfa1f,172,Central,Missouri,Overland,63114,825896e3-b420-4915-a075-6fe898df1f6a
72bf8e2d-bdd9-4a0c-a9a4-88bae2baf97c,173,West,Utah,Logan,84321,e08cfdcb-ab7f-4cde-b1d2-be793eaf76cb
b6654d36-b1b2-4b43-8f49-fcc1bc54105b,174,West,Utah,Magna,84044,01d1ba7f-7067-44fd-b8df-39aacf969d54
fe8517d0-6d55-45b6-93e5-36988a2f7ea3,175,West,Utah,Midvale,84047,c7c5c0e4-d5dc-4de6-8d66-6313cd38f81b
f5476d7b-90b8-4684-9500-71ecacde5c22,176,West,Utah,Murray,84107,e22dab1d-3ccc-4ec4-aede-e96de38a05ae
79bfa330-16df-4b0c-adda-8e5cdb586786,177,Central,Illinois,Oak Forest,60452,3f15fad2-f888-461a-893a-eae63078c33a
5581102b-02c5-4918-a56e-a4623e3ae190,178,Central,Illinois,Oak Lawn,60453,e6bdb2ba-9bd1-4a74-a906-34a417ba6713
bc472729-d179-4e9e-835d-52df4064fc06,179,West,California,Pico Rivera,90660,9fa81deb-85fe-480e-9169-6bc93380ff85
7c10acb2-c844-49e5-a842-9d2db58f53ef,180,East,Massachusetts,Canton,2021,5aafa0ae-babb-424c-bc94-d8e8295f5264
2fd224ed-4a2e-4c9e-8c8e-334366d338d6,181,East,Massachusetts,Norton,2766,ceaef292-e2db-4b99-82c1-a5470c47768b
ddc6bd84-3a46-4c1e-9dcf-470c5b7d995b,182,East,New Hampshire,Derry,3038,53cb5cef-a925-4e64-92be-6be555be8e3c
6fc21766-97a4-48bb-b18a-c02207375998,183,East,New Jersey,Newark,7101,ba070b26-53f9-4e34-8099-6a8c1d73bbee
500d28df-8250-451e-80ac-23fd8751b27d,184,South,North Carolina,Mint Hill,28227,57cce011-831c-43d4-8e4d-7cd2a4c06672
c79698c3-2eb6-4512-910f-f5fe11da59f9,185,West,Utah,Murray,84107,516b05fe-ffb7-4532-9e23-e45aa704a5ff
db3dfd66-a258-4deb-b1f3-c487f758995a,186,Central,Illinois,Oak Park,60302,ab4b30b9-87bf-4a6a-a937-7fb4eaedca05
a688eb81-e3c2-4756-b371-9f6bb7be2e1e,187,Central,Illinois,Orland Park,60462,879b3ff6-7c9b-40a6-baa6-dea23ab216e1
f7811b53-439f-4af7-ae0f-060d3ea12c50,188,Central,Iowa,Newton,50208,bfdc0f26-e46f-4156-8c1f-cf39b8a7bfc2
69d328d2-710f-4c0b-8ecb-3687032aca70,189,West,Colorado,Louisville,80027,62cb6ffc-baf7-47e7-8e32-24e14e4c2929
b352fed5-8ab5-4a07-95b4-7ebe086374e1,190,Central,Kansas,Overland Park,66212,a105c5e2-762d-4e2b-a31d-49e6cb992fef
05e63d55-b048-402d-9c29-577e7dd165ff,191,Central,Kansas,Shawnee,66203,a9186ba9-135d-4a7b-b5bb-fef91ab9da37
0d2f64ca-c312-4236-9c45-2b8bc2ef4db2,192,West,Colorado,Fountain,80817,8f06ceba-c0fb-4d73-ae3e-4f53901d2c3d
7be62a1d-8603-4ab4-92fe-cba57d1e99a5,193,West,Colorado,Grand Junction,81503,973b6e21-7401-4b16-8e36-c6e68b38a6e5
