OrderGUID,OrderID,DateOrdered,Priority,CustomerGUID,ShippingGUID,ProductGUID
3821db5b-c4b6-4647-acd6-0350ed6417c4,13,2011-10-04,Critical,ff9f769b-92c5-4f72-982e-e4e60b29a30f,a7a2e576-7137-4a37-80b7-145d64ec6f7c,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
7b91a64d-9052-496a-ab27-e0e97cd54776,14,2010-08-15,Critical,d8eb2b26-75b9-483f-a20d-403565d35623,f426f413-e5bb-4877-b714-ba5454c5931b,80b7eed7-b363-413b-8321-c4b57ac84a00
95b41e4b-556f-4f4d-8500-bc354a1e44a8,15,2012-02-24,High,b30d2c24-0838-45dc-aec2-2ebd29d208c6,2a3bc3ae-5159-4f0a-ad95-5ad6cf690d22,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
df7fe0c2-c852-4ec4-8f6e-ee784adec63d,16,2010-05-12,Medium,2573f8e3-5f43-44c1-bf57-53939e2c3f09,97123497-4aa3-44ee-80d3-00a15c325a09,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
1f344b53-14a3-4432-987b-2f1ab1d6488f,17,2013-05-12,Medium,2573f8e3-5f43-44c1-bf57-53939e2c3f09,ecd8354d-1bd8-4861-9d7e-2c9c264fb923,eebe042a-6a13-4133-b768-03d7e64c9369
9cd15572-ec87-48cb-8877-aafb685448b2,18,2010-04-08,Critical,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,524db253-eab1-45d7-b249-6cc8f6b8ff2c,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
5b97cc8c-0be7-4d68-9452-ffdbd0f3ff7e,19,2010-05-28,Medium,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,c8758720-17d0-4d45-91f1-6d5c0990d0b0,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
7248e033-58b1-4485-8d30-dbe21a2601db,20,2011-12-04,Medium,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,4dd0000a-f4db-41dc-9c48-9c94f465bcdc,4ae74995-1034-481b-813d-ead1c7292f94
d00e0267-01dc-4443-a97d-45e3a2750d08,21,2012-04-29,Medium,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,016efcec-396f-4db7-9592-42ac6087aa56,eebe042a-6a13-4133-b768-03d7e64c9369
1aef7918-51e0-449f-854f-e7101b251697,22,2013-01-19,Low,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,3878a0b0-c893-4eb6-a197-919e560e0e84,b52e5bba-866d-42fa-be23-b3d59febd151
79570595-197a-43a1-90c5-69acaa7088fa,23,2013-01-21,Low,8e362b1f-b7fa-4fc9-99a3-a102e8b64f15,43ded222-39f4-4cf0-8042-ee95538aaa7a,a828de89-cc82-45d4-bf6e-a5b176032f59
a8bce3ad-6bcc-4544-a339-5b24143a4d69,24,2010-02-12,High,6cb0e32a-b56f-4234-b33f-f23511bda9cd,d89bc6a8-74a9-4a05-9cdf-c0bf54cbd142,d8ac74b0-6467-45e0-83de-90b1bde6c20f
0983bcb3-2adb-4930-be8d-e2bc89638bc0,25,2013-02-12,High,6cb0e32a-b56f-4234-b33f-f23511bda9cd,75f7d5ca-5594-4653-bf2d-602a4c157034,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
7147b806-7947-4d59-b4f1-b42eb89c8560,26,2011-04-20,Low,c7ffb742-928c-42d8-83f0-29620e44fbb9,2cf3bc19-4f05-4774-9cd8-2bd87472c8ee,4ae74995-1034-481b-813d-ead1c7292f94
cad61851-fe15-478f-9e5d-f32a6aca97ea,27,2012-04-06,Critical,c7ffb742-928c-42d8-83f0-29620e44fbb9,4d77b5e0-540b-42da-8d64-c835b584e10b,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
2c1bcace-1226-455c-b220-41f4c410ffdf,28,2010-05-15,High,08f2f6ac-455f-44eb-b062-5cb03fd7325d,66f6ba73-674d-447a-924a-dacd1988bb07,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
401d34ec-2c71-4011-ae10-b3abe9faddb4,29,2012-05-15,Critical,08f2f6ac-455f-44eb-b062-5cb03fd7325d,e59d0dd8-5f35-4c52-9610-bbff4727df82,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
c539db04-ec64-42d1-bd25-6f419e48885f,30,2013-05-21,Not Specified,08f2f6ac-455f-44eb-b062-5cb03fd7325d,fc95c419-123b-4ba6-85f3-e964c3fecb4b,d8ac74b0-6467-45e0-83de-90b1bde6c20f
bb677917-503c-4d3e-a8fc-1979bc1fba97,31,2013-10-02,Low,08f2f6ac-455f-44eb-b062-5cb03fd7325d,ad0619f6-2018-4946-ad00-bb6d89053997,254f6ae9-0514-44c4-9358-31fa425339f2
94df46c5-6ea6-4583-b7a0-2cb486e800c5,32,2010-05-21,Not Specified,8860bdd4-3bef-4b7a-8699-753b9c90d6df,a5c1f083-4cc8-47af-813b-564ccfb5ee70,fde96d54-de2e-4f8d-bdf8-00923525dbd2
afb97f23-b0da-46b9-bd28-eb2903e9b434,33,2012-05-31,Not Specified,3d638bc1-55ba-4771-9344-a8ec7e9a09ee,a87fec75-66eb-4568-86e6-1e5cc40bcd01,f5a8561e-cb5c-4f5d-baf4-5820cfada1eb
d04c3ebc-04d1-4d94-92b3-b727978d98ba,34,2013-03-07,Medium,3d638bc1-55ba-4771-9344-a8ec7e9a09ee,e0a8ec45-ffff-43ab-a7f3-0c949e78a749,eebe042a-6a13-4133-b768-03d7e64c9369
d6b07de1-1ccc-44af-b90f-4e7c1f949119,35,2010-05-15,High,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,7a8cfe73-c0c4-44a9-8b02-cd13b76e0184,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
53c02d9c-8c89-423e-8229-6b34746e4559,36,2010-05-21,Not Specified,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,8c81512b-6e67-4291-b598-fe9a51a4d7ec,d8ac74b0-6467-45e0-83de-90b1bde6c20f
caf731ae-fd58-403a-86ec-1db0d70ee3f5,37,2011-03-07,Medium,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,c8b08c17-9b1a-47b4-b63e-3a1d43834868,eebe042a-6a13-4133-b768-03d7e64c9369
8f3eadb6-ea14-4da6-963e-a7399535c7f1,38,2011-04-20,Low,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,34886cd8-10b8-492b-851a-ffab81c68a57,4ae74995-1034-481b-813d-ead1c7292f94
d6c701ae-79be-4c90-a24d-7c55e5d9f30d,39,2012-04-06,Critical,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,12ef0316-68f5-4457-8c72-6ca4e7d4057c,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
c85865ab-a666-4d7d-a5cc-07681f85e494,40,2012-05-15,Critical,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,d69a3eba-7021-4d58-92e1-534bbcf6ca20,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
4f81de4f-1e10-45e2-a2a2-b3b9036e1cc6,41,2012-05-31,Not Specified,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,eafff273-b630-4b53-98b3-cbd90d5f17b5,f5a8561e-cb5c-4f5d-baf4-5820cfada1eb
1bac0630-6ac1-4cef-8b34-b6bc4a44b905,42,2013-10-02,Low,bfc6fd22-8c94-4d22-84eb-4cbed99d0f8a,4c8b598b-5cf4-4a8b-a58f-ba8a01fdfea3,254f6ae9-0514-44c4-9358-31fa425339f2
c3b5b013-ea7e-474f-b70f-6903e843a806,43,2011-11-11,High,af63373e-7611-4977-84f7-7f4b6e5d5c41,7f20332f-7425-4188-9ab5-cd062f0694b3,80b7eed7-b363-413b-8321-c4b57ac84a00
4f69b350-7f24-4c8f-8b97-a65cd75f371a,44,2012-09-10,Not Specified,af63373e-7611-4977-84f7-7f4b6e5d5c41,39609177-a6ad-46aa-bef1-8f0ce93c2e37,eebe042a-6a13-4133-b768-03d7e64c9369
c6b7e10f-1dc9-4a2b-845e-62b6052457d7,45,2013-11-18,Low,af63373e-7611-4977-84f7-7f4b6e5d5c41,2d8b755a-e451-4f2f-92c0-32c265c83dc9,f8ac426e-bd1b-4289-af7b-ee392b687a2f
14a955a9-fc4e-4ad9-b741-ef45d7846b64,46,2010-01-28,High,d656ba7d-f04e-49a5-8441-b44a15dfd6b8,a16c3f59-88e9-4e2f-ba83-bc1651374ee8,eebe042a-6a13-4133-b768-03d7e64c9369
bb764efb-aceb-4e41-bb0a-6e76a4307c84,47,2012-03-02,Not Specified,d656ba7d-f04e-49a5-8441-b44a15dfd6b8,3e3bc84f-1b8c-4feb-9169-796bc337db63,8fc5df08-168f-4cbf-9b68-2580389ae0d7
77b995e8-7905-436a-922e-0e8b570dac83,48,2012-12-19,High,d656ba7d-f04e-49a5-8441-b44a15dfd6b8,4e2c6bb5-ebd3-4fa8-9e36-c7a25e8e834b,23635f10-961f-480d-9314-60c20d2d0457
4dd73e7e-5c4d-45e3-be1d-bc6dc5428bb3,49,2013-01-13,Critical,d656ba7d-f04e-49a5-8441-b44a15dfd6b8,f06a6fce-686e-48fe-8b47-0d9155e2f347,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
aa55c7c5-27f5-4419-a6bb-eb724d595af3,50,2012-04-18,High,8e0ad6fb-fd25-45e6-8f48-ae34a2c7f807,8f25805f-2c0c-4a18-b7a7-74997d2b14df,4e0e9f58-0a12-43c5-a36f-aaf11745df19
7050e5c8-e6d1-48e4-b9cd-cb5a5e46df54,51,2013-07-02,Critical,8e0ad6fb-fd25-45e6-8f48-ae34a2c7f807,fa888400-eaeb-4670-98ce-a145fff2c0b6,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
8e0565c2-38c7-4cd2-92d3-3c64740c9100,52,2012-06-27,Medium,07ae1006-34e1-4691-af96-11c4885839a2,259099f3-c3c9-418c-8de7-5e1e3f21746d,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
8440682b-9b90-4606-988b-3772fa04e7b7,53,2013-09-02,Not Specified,07ae1006-34e1-4691-af96-11c4885839a2,62e78e54-b35a-47f0-b361-9243e455b394,a828de89-cc82-45d4-bf6e-a5b176032f59
dbcbffd9-0a39-4c4a-816a-7f257d47b71b,54,2013-12-11,High,07ae1006-34e1-4691-af96-11c4885839a2,ff20f62d-3f43-43b8-ac8d-cf66283da0ee,a828de89-cc82-45d4-bf6e-a5b176032f59
387eba5a-f215-4417-b7a0-d55219bc6d0e,55,2010-11-02,Not Specified,3e1c0456-6356-42cc-bfec-85ec6fe57010,2a0a1181-0a28-493b-af92-54c7f8172bc7,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
1cef0e7c-dbbb-49ac-ba66-3a7fc5b4d167,56,2012-07-12,Low,3e1c0456-6356-42cc-bfec-85ec6fe57010,7d0370cb-2a71-4f93-8b85-b1c379ca72ce,eebe042a-6a13-4133-b768-03d7e64c9369
38825271-ffe9-4384-a93b-f74a105e3dcd,57,2012-10-26,Critical,3e1c0456-6356-42cc-bfec-85ec6fe57010,430c60f9-617d-4280-96c2-0bffb71dd22d,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
6b3818b1-a05e-49f4-a307-12fafe5e66ad,58,2013-11-02,Not Specified,3e1c0456-6356-42cc-bfec-85ec6fe57010,5fa102d3-cbdb-4319-b63a-19c5bf03609e,8fc5df08-168f-4cbf-9b68-2580389ae0d7
c695b5ef-7651-4b37-add3-08c398487076,59,2011-01-22,High,274484ff-9445-45f2-b677-a6411f28a147,73a38f75-fca7-4fb5-bedc-0f44fc4e91e6,4ae74995-1034-481b-813d-ead1c7292f94
88950916-1eeb-406e-8b09-275c7cddd050,60,2013-04-14,Critical,274484ff-9445-45f2-b677-a6411f28a147,91961ce4-ee11-4c38-a775-01ec1032a76f,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
d6e933e6-1b82-491d-b9d5-41eb85cc85c1,61,2011-01-30,Not Specified,b81e624e-d25c-41de-a62d-580d5a02aa06,74cbfc11-d05e-4446-a247-920db55a478e,8fc5df08-168f-4cbf-9b68-2580389ae0d7
1d644d2c-49db-4baf-a0ff-f4792e0ca9bd,62,2013-01-30,Not Specified,b81e624e-d25c-41de-a62d-580d5a02aa06,5cddd3e0-0d09-4cea-997b-aa5fb5c28e87,a828de89-cc82-45d4-bf6e-a5b176032f59
391e6100-8c50-4b74-98d8-abc6168e84d1,63,2012-08-11,High,e059b72d-c37d-4160-8eba-75df2d10fe62,fc1a6b69-8b9c-47e9-80a8-8aa70174e2c8,eebe042a-6a13-4133-b768-03d7e64c9369
192a0347-4eae-4238-bd08-f98115742c09,64,2010-02-22,High,84720351-c5e6-4d8e-8fb4-3516934e372b,2b87d0f2-956c-4dfc-9625-9134c75bed00,85db1466-a5d8-48b1-9ef7-cae78d05bb46
c35cf1f3-1fcf-4432-818e-d8091f28092a,65,2010-03-27,High,84720351-c5e6-4d8e-8fb4-3516934e372b,9203ffcd-932f-4884-a80c-5416c4857fb0,fde96d54-de2e-4f8d-bdf8-00923525dbd2
06b05dcb-a81c-40ae-8231-c5dcfca02988,66,2010-07-20,Medium,84720351-c5e6-4d8e-8fb4-3516934e372b,d90692ee-0415-4a06-bc0c-29ada9ca0351,8fc5df08-168f-4cbf-9b68-2580389ae0d7
fca999de-d411-4cd3-ae39-35a731218e35,67,2010-09-12,Low,84720351-c5e6-4d8e-8fb4-3516934e372b,6d1b5384-f5f6-4420-929b-a9fe724d0694,8fc5df08-168f-4cbf-9b68-2580389ae0d7
b5106b7c-0070-47ba-9122-9a536f50df2b,68,2011-10-06,Critical,84720351-c5e6-4d8e-8fb4-3516934e372b,b4015c72-a0c9-48e9-a822-b2b0da56913d,4fac729b-ee15-487d-9ede-92f1e01c133f
870335ed-62ef-42df-913c-1e976feb6f8a,69,2013-06-12,High,84720351-c5e6-4d8e-8fb4-3516934e372b,a578d8ae-410d-43d6-8d7e-dd696df3c0a2,c6a0794c-f9ce-41d2-b626-6f22cdf99b46
6e6640f4-e60b-4ec1-8ba1-e86085122e57,70,2010-06-15,Not Specified,79108543-5015-44f0-98ca-2637f2dea749,1f765100-9f52-4a71-9227-52cafba5e4ec,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
c0fb5c85-20f1-4958-a391-45f91a0a7bef,71,2012-01-26,Medium,79108543-5015-44f0-98ca-2637f2dea749,1f1c5263-de8d-4bdd-884a-299d059e0863,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
416aafbf-13cf-43c4-849f-95b00ad7a157,72,2013-08-16,Critical,79108543-5015-44f0-98ca-2637f2dea749,f32109b4-0ff3-4dcf-b5b5-e8551ca49aa2,254f6ae9-0514-44c4-9358-31fa425339f2
fbaf839b-cca4-4a6f-bc61-0d28789b4587,73,2012-11-27,Not Specified,cab55799-8957-417b-9c60-4e762b40a79c,b1ea50f2-ac36-4dcc-a58e-e883d1e2350e,83025abf-2b0c-461e-84f8-fb11be379ebc
9d88d88c-eb94-4b66-bc7a-556a11fe9bbb,74,2013-05-28,Low,cab55799-8957-417b-9c60-4e762b40a79c,06e7fe73-4960-44a2-b3fb-d4e83d27a7c9,8fc5df08-168f-4cbf-9b68-2580389ae0d7
62e73e33-e9e9-4ae5-984f-52a24314e907,75,2012-11-27,Not Specified,e6d0fa95-9e59-47f0-89f7-6aac0682a532,8d8d0d0d-e6df-4cad-b205-0852da8657b2,4fac729b-ee15-487d-9ede-92f1e01c133f
7b0e6ba9-4468-4c48-af76-956b44781565,76,2012-11-27,Not Specified,13252fc8-f27b-46c8-a4bf-fa7f8971fbd2,3ae8d2fc-ab28-4109-8113-f8e70ce7715f,eebe042a-6a13-4133-b768-03d7e64c9369
52359168-c6d5-4a67-8f9a-1cbfdf80c237,77,2011-07-03,Medium,4f85108b-46ec-468c-806f-852ab751e591,c1ee9fd5-4ebc-47e7-ad7e-a9610d6ba817,4ae74995-1034-481b-813d-ead1c7292f94
afdd25b9-9fc2-41b6-8760-6a55a3b5461d,78,2013-06-12,Critical,4f85108b-46ec-468c-806f-852ab751e591,01261bee-2188-42d7-b0c6-47b9b8654914,23635f10-961f-480d-9314-60c20d2d0457
ebf88bfa-3e0a-4194-a624-43434a4caf41,79,2013-03-21,Not Specified,06b3e7fd-a7b8-4de4-ba5e-f773ee2d472d,c6108503-9ecb-41f1-8a69-e9cb9e480347,ce982c12-fc21-4570-a38a-aaadcf45b0ef
1eaf3c19-0bde-4145-8812-a1fadcf3b1f0,80,2012-11-05,Not Specified,c70b28f6-7872-47eb-9522-d43b584f68e4,c4d2357e-8c48-4179-82ef-3207c84048be,8fc5df08-168f-4cbf-9b68-2580389ae0d7
5b8e60ee-3bc5-4efd-a103-a1dca8294fec,81,2013-11-26,Not Specified,c70b28f6-7872-47eb-9522-d43b584f68e4,8e70ed0d-fb9e-42ae-bc26-81c357989b9e,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
1dd6abb4-e2fa-4709-95e4-f0530ce97728,82,2010-11-10,High,952b7e89-c665-4fb5-b4be-dfacff1fe086,f1fc1bce-c3fd-4892-9e93-1dd0c5c8333b,0e201e67-40f5-4a1f-acaf-49a53ffd8ad1
a6e0efbc-590b-42e7-bac6-f90db505ddd0,83,2013-02-26,Low,952b7e89-c665-4fb5-b4be-dfacff1fe086,61bfbaba-b541-46fb-a5f6-566a05a25e8b,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
18520ac8-4632-4242-8df5-53405f03b750,84,2013-08-30,Critical,952b7e89-c665-4fb5-b4be-dfacff1fe086,32231008-19d5-4980-ab26-8e309d30e68f,254f6ae9-0514-44c4-9358-31fa425339f2
529af81d-b08e-42f3-b7de-74a72153a561,85,2012-02-24,Medium,24f4e3c5-0f4a-4120-97b9-60dde894360d,43dd9fa6-b176-49ed-bcbc-38692b0c2e66,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
880b89fc-db21-4e4e-81d4-e0ae78788d4c,86,2012-09-23,Not Specified,24f4e3c5-0f4a-4120-97b9-60dde894360d,bfd1ac6b-d1b6-4391-8502-cd8799df4615,d8ac74b0-6467-45e0-83de-90b1bde6c20f
d0238e85-95e2-46cf-9bd8-c3171d89b136,87,2012-09-23,Not Specified,0956fbee-9826-4015-bb25-46841a5f795b,b19c573b-a7eb-4923-b086-09d2ec522264,bc93112c-d441-48a0-8c54-488f7c692d75
88f8f9b7-8718-40a2-b0a9-54adaf105c04,88,2011-08-15,Medium,57326756-3f42-4f7c-aeaf-22ade67c0a52,93b4b4df-3ede-4cd8-9d01-bbccef5d6cd4,fde96d54-de2e-4f8d-bdf8-00923525dbd2
5d7dc529-48c9-47e1-a6a9-8e52e93d54b4,89,2012-08-13,Medium,57326756-3f42-4f7c-aeaf-22ade67c0a52,b8531933-729d-436d-8e9f-d100a846709d,a828de89-cc82-45d4-bf6e-a5b176032f59
0f6ce743-f711-4fa2-9b98-da5acf2f418f,90,2012-10-10,High,57326756-3f42-4f7c-aeaf-22ade67c0a52,443e4107-d05e-4864-b3b4-d82270571730,a828de89-cc82-45d4-bf6e-a5b176032f59
17d2554d-17a1-418e-9f2a-443f21f9c60f,91,2013-01-11,High,57326756-3f42-4f7c-aeaf-22ade67c0a52,58439d8c-a14a-4f22-8d20-a00b459d7088,4e0e9f58-0a12-43c5-a36f-aaf11745df19
ef4493ad-278a-4b77-9e53-b56e4d12ce85,92,2011-03-29,High,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,ddbf12df-58f5-4d85-8e2a-b704bfa4413e,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
0efc8ceb-9279-4134-af92-c660d3b0b4f1,93,2011-05-18,High,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,e3858e20-df28-450a-bfd7-7af5dab5c22f,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
79c23155-455d-4c20-8dd4-ec3b3c6326e4,94,2011-08-15,Medium,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,a6544aa7-4936-4744-9e63-d38cb23ef30a,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
01eb2d34-7286-4c54-9a5e-3153f926bccb,95,2013-02-17,Low,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,daa3bacd-02eb-4498-9094-8bcd7117fd83,8fc5df08-168f-4cbf-9b68-2580389ae0d7
4d0667a2-dbdc-4415-ba19-062e22d368a4,96,2013-03-02,Medium,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,3914a211-a973-4ea4-a1a4-0bd54c82542a,bc93112c-d441-48a0-8c54-488f7c692d75
a2e65c59-8a7d-47e3-b1c2-fe89f9c324e1,97,2013-03-12,Critical,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,0d10aa21-d0b6-40a0-9926-39ec2fa0686b,ca9f7d3b-7efb-4b94-8af6-123d843d2365
93489722-a70d-4949-a187-f1775547f0fb,98,2013-10-06,Medium,9f62c1a8-62cd-4ae9-b0e1-4f4826074321,cd84b7dc-5417-4529-bc11-b28abb03b6dd,4ae74995-1034-481b-813d-ead1c7292f94
8f092044-e7e2-40b0-91f3-68db004bccb5,99,2011-03-29,High,295bf1b6-f8d5-4035-a82e-0262895cf453,1390b126-60c4-4a02-8f25-f8e668ece02c,7951f709-3401-4b75-b72d-d8453a4a03ee
5b9110d4-bab6-442f-ab75-8225a64afcb0,100,2010-09-10,Not Specified,471972bf-5a92-431f-9478-72b94ad3d5dc,d08d7e9b-1841-48e9-a2d8-baea434c9a7c,8fc5df08-168f-4cbf-9b68-2580389ae0d7
82629c6b-7a28-4f9e-8fce-5cfc7ab13b34,101,2011-09-10,Critical,471972bf-5a92-431f-9478-72b94ad3d5dc,328846c2-5e3b-4f6d-acc0-5f4bc25cb855,4e0e9f58-0a12-43c5-a36f-aaf11745df19
75a48521-bf48-4930-9863-6c5d400fa9e7,102,2012-11-06,Critical,471972bf-5a92-431f-9478-72b94ad3d5dc,07acd9cc-1886-4b63-a5c6-12f67abefe3d,b52e5bba-866d-42fa-be23-b3d59febd151
c318d50d-6c8d-46ae-8200-2501840406ea,103,2010-07-28,Critical,5460127f-0b72-4898-be81-37a70dfdbe51,65a944b0-dab9-4b63-a0dd-5e307e814b09,7155a587-a7d3-4456-90df-46d01a7d5926
7cfdbd78-c88e-4250-a477-0a2585116e6e,104,2010-09-10,Not Specified,5460127f-0b72-4898-be81-37a70dfdbe51,3f6edb4c-5bed-491c-81c5-bf9a967c27d8,eebe042a-6a13-4133-b768-03d7e64c9369
599f5511-5ef5-43f3-8b79-b644495a1c16,105,2013-02-19,Low,5460127f-0b72-4898-be81-37a70dfdbe51,39c05589-e6c2-4185-82ca-6067f2a4dd75,a828de89-cc82-45d4-bf6e-a5b176032f59
29dca733-ceb5-4b4b-82d6-a079e053bc27,106,2011-10-06,High,454c7687-34e3-49ec-803b-4855a927c9db,70652c34-e047-48b4-ae0f-971f4374bcdf,f8ac426e-bd1b-4289-af7b-ee392b687a2f
3b45ee16-7e9c-43ad-b26d-61b13f5f3f69,107,2011-10-20,Low,454c7687-34e3-49ec-803b-4855a927c9db,bca6fbc9-8f64-4132-9cb7-ea315e6826f5,23f9b2e9-a232-44f5-a56b-5a94685c046e
2a662b6a-74d9-4cde-81c7-75ee937e4022,108,2013-04-10,Low,454c7687-34e3-49ec-803b-4855a927c9db,31b3e5dc-43e8-4d43-b00d-124740ce5488,80b7eed7-b363-413b-8321-c4b57ac84a00
41a41fb7-44eb-4012-9df9-ced6a5d1b3cd,109,2010-10-20,Medium,6b179c27-15ca-410b-aa5d-70d5c8727e19,fdea85f3-f4b8-40f4-bc61-d0b82790a093,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
558c50f0-417e-4e15-96ab-82007daed533,110,2011-10-20,Low,6b179c27-15ca-410b-aa5d-70d5c8727e19,048c3ff6-321b-471d-a4c9-ca8e8d304043,4fac729b-ee15-487d-9ede-92f1e01c133f
56418d3f-e64a-4fc1-a16d-468bd75322a5,111,2013-01-11,High,6b179c27-15ca-410b-aa5d-70d5c8727e19,cb5d3cc5-6f57-4acd-800d-064efa6f674c,4ae74995-1034-481b-813d-ead1c7292f94
7c84ea92-1198-4b7f-9260-24055c8a4f03,112,2013-02-08,Not Specified,6b179c27-15ca-410b-aa5d-70d5c8727e19,55d2b15e-735d-4f5b-8d9a-d6c34a65921c,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
a9e46f20-1fd8-440c-b230-a5fd44cafdcf,113,2013-12-27,Low,6b179c27-15ca-410b-aa5d-70d5c8727e19,f80b0ece-2f7b-49a1-b08b-5c74ca465c66,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
0a95ac23-72aa-457c-90b8-e33efdfdd66a,114,2012-01-21,Medium,e7c8f322-07e7-4c40-a388-3c34951bbbb3,9412ef86-8838-413b-93b5-77b04cb97030,23635f10-961f-480d-9314-60c20d2d0457
