SalesGUID,SalesID,Profit,Sales,QuantityOrdered,ProductBaseMargin,Discount,UnitPrice,OrderGUID,ProductGUID
c290f911-7b4e-428b-8465-abcc0a76a6b2,41,-929.68,3085.41,50,0.8,0.06,64.65,4f81de4f-1e10-45e2-a2a2-b3b9036e1cc6,f5a8561e-cb5c-4f5d-baf4-5820cfada1eb
c431dbe1-887c-4122-874f-08e242feaaac,42,126.31,10303.73,88,0.71,0.02,110.98,1bac0630-6ac1-4cef-8b34-b6bc4a44b905,254f6ae9-0514-44c4-9358-31fa425339f2
86977cf1-fa8b-4f61-bbe4-62e233b049de,43,284.526,519.23,36,0.49,0.05,14.34,c3b5b013-ea7e-474f-b70f-6903e843a806,80b7eed7-b363-413b-8321-c4b57ac84a00
31451216-4edc-47f2-939c-55fee8adf13e,44,83.24,165.11,7,0.39,0.07,22.84,4f69b350-7f24-4c8f-8b97-a65cd75f371a,eebe042a-6a13-4133-b768-03d7e64c9369
3db52b6c-2cc9-400a-b142-821404c452eb,45,353.77216,1591.71,11,0.71,0.1,146.05,c6b7e10f-1dc9-4a2b-845e-62b6052457d7,f8ac426e-bd1b-4289-af7b-ee392b687a2f
1dfc7d72-b1ee-42dd-a10f-7582a12a9ff7,46,-28.2968,67.49,1,0.37,0.06,55.48,14a955a9-fc4e-4ad9-b741-ef45d7846b64,eebe042a-6a13-4133-b768-03d7e64c9369
1f7d3cfe-2ef2-4055-b8cb-9e13610c1d50,47,1489.8411,2159.19,13,0.59,0.07,205.99,bb764efb-aceb-4e41-bb0a-6e76a4307c84,8fc5df08-168f-4cbf-9b68-2580389ae0d7
5f6b0009-17af-4141-9c22-bf87af34a753,48,-23.415,105.99,5,0.59,0.06,21.38,77b995e8-7905-436a-922e-0e8b570dac83,23635f10-961f-480d-9314-60c20d2d0457
fbe56c0a-f6fd-4f08-af21-2f63a19e1c55,49,-88.102,89.77,8,0.5,0.07,11.7,4dd73e7e-5c4d-45e3-be1d-bc6dc5428bb3,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
b93a6631-094d-47f0-ab46-17df89c2cac8,50,-27.13,7.12,1,0.68,0.02,5.98,aa55c7c5-27f5-4419-a6bb-eb724d595af3,4e0e9f58-0a12-43c5-a36f-aaf11745df19
909e09c0-21f9-4640-bfb2-a009cc886bf1,51,86.51776,174.54,7,0.5,0.06,25.98,7050e5c8-e6d1-48e4-b9cd-cb5a5e46df54,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
80a8a6b4-95c1-4ff5-bd93-d1d7f5eabd98,52,420.984,619.14,11,0.57,0.08,59.98,8e0565c2-38c7-4cd2-92d3-3c64740c9100,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
d29851fc-5998-400c-b471-6b35abecbfeb,53,19.4097,28.13,7,0.38,0.0,2.89,8440682b-9b90-4606-988b-3772fa04e7b7,a828de89-cc82-45d4-bf6e-a5b176032f59
491fa7f1-b7a2-4ffe-8702-4d0451abea71,54,37.3704,54.16,15,0.38,0.09,3.69,dbcbffd9-0a39-4c4a-816a-7f257d47b71b,a828de89-cc82-45d4-bf6e-a5b176032f59
fcb4a635-f14a-4ccf-baa7-a59e5104641d,55,8.894,54.78,12,0.49,0.04,4.14,387eba5a-f215-4417-b7a0-d55219bc6d0e,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
4d445ec7-18a0-4e75-8125-f1de27cdc6e1,56,-47.01,142.51,4,0.38,0.1,35.44,1cef0e7c-dbbb-49ac-ba66-3a7fc5b4d167,eebe042a-6a13-4133-b768-03d7e64c9369
228a35f4-c65c-4fe1-920a-f81c2fc83a77,57,-171.2664,204.57,23,0.49,0.0,8.09,38825271-ffe9-4384-a93b-f74a105e3dcd,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
72d19422-72a4-4583-a830-8407648d734e,58,847.943712,1730.04,29,0.59,0.01,65.99,6b3818b1-a05e-49f4-a307-12fafe5e66ad,8fc5df08-168f-4cbf-9b68-2580389ae0d7
4e292334-6313-4aa5-8507-cf6b33cb899b,59,-2.2072,3.41,1,0.56,0.06,2.88,c695b5ef-7651-4b37-add3-08c398487076,4ae74995-1034-481b-813d-ead1c7292f94
1bcd393f-0e74-42b6-9480-4bd669e2cb3b,60,28.81,226.03,1,0.42,0.07,225.04,88950916-1eeb-406e-8b09-275c7cddd050,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
a25c88cd-9f65-4b74-ad99-16097c92ac0f,61,-120.52304,164.1,3,0.55,0.08,65.99,d6e933e6-1b82-491d-b9d5-41eb85cc85c1,8fc5df08-168f-4cbf-9b68-2580389ae0d7
f086d1e7-bbbd-48c4-9be8-d8fa81413b8d,62,-1.6864,3.85,1,0.37,0.08,3.08,1d644d2c-49db-4baf-a0ff-f4792e0ca9bd,a828de89-cc82-45d4-bf6e-a5b176032f59
ac962d9e-f545-4f71-a92f-e5ec92efa1b6,63,-43.3316,99.56,15,0.36,0.01,6.48,391e6100-8c50-4b74-98d8-abc6168e84d1,eebe042a-6a13-4133-b768-03d7e64c9369
e39f9d9c-81f7-4c67-bb40-7ca3f53268a9,64,144.69,424.68,13,0.59,0.08,34.99,192a0347-4eae-4238-bd08-f98115742c09,85db1466-a5d8-48b1-9ef7-cae78d05bb46
5e227577-6f10-4816-bbb5-777d26894cb4,65,-35.8788,40.17,2,0.4,0.01,17.98,c35cf1f3-1fcf-4432-818e-d8091f28092a,fde96d54-de2e-4f8d-bdf8-00923525dbd2
e170ef2f-05ab-4c69-972b-80113bbc1df8,66,209.997,783.55,8,0.59,0.09,125.99,06b05dcb-a81c-40ae-8231-c5dcfca02988,8fc5df08-168f-4cbf-9b68-2580389ae0d7
dd128d5a-cac7-4b6d-89d3-297c7282bce8,67,2568.096,3838.14,22,0.56,0.06,205.99,fca999de-d411-4cd3-ae39-35a731218e35,8fc5df08-168f-4cbf-9b68-2580389ae0d7
a945837e-e973-4a21-b75a-62551d3ca379,68,85.8636,133.07,15,0.39,0.08,8.95,b5106b7c-0070-47ba-9122-9a536f50df2b,4fac729b-ee15-487d-9ede-92f1e01c133f
7d68c0b7-2633-43c1-b32b-268188385d7c,69,345.0,2157.25,5,0.38,0.06,449.99,870335ed-62ef-42df-913c-1e976feb6f8a,c6a0794c-f9ce-41d2-b626-6f22cdf99b46
c7d10cc8-e87c-48c7-872a-2e8b325da408,70,-84.4376,58.68,13,0.35,0.03,4.24,6e6640f4-e60b-4ec1-8ba1-e86085122e57,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
389f50e9-e757-4831-b5a7-957974cfc26a,71,-75.12168,24.27,5,0.39,0.05,4.82,c0fb5c85-20f1-4958-a391-45f91a0a7bef,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
b1a1b384-758e-481f-ac54-d3f879f3fd89,72,-162.15032,640.97,9,0.78,0.05,70.98,416aafbf-13cf-43c4-849f-95b00ad7a157,254f6ae9-0514-44c4-9358-31fa425339f2
8a2ab2dc-c0f2-499e-8bb7-754ff8a85822,73,2396.87958,21366.51,3,0.39,0.0,6783.02,fbaf839b-cca4-4a6f-bc61-0d28789b4587,83025abf-2b0c-461e-84f8-fb11be379ebc
dfedb4e0-60d7-4bda-8256-5f6a283a1b2f,74,165.501,394.37,7,0.59,0.07,65.99,9d88d88c-eb94-4b66-bc7a-556a11fe9bbb,8fc5df08-168f-4cbf-9b68-2580389ae0d7
07716030-ab3d-45e0-90d0-8907ea498afd,75,71.434,272.98,29,0.38,0.02,9.27,62e73e33-e9e9-4ae5-984f-52a24314e907,4fac729b-ee15-487d-9ede-92f1e01c133f
677b66a1-86cc-4305-a3dd-a3235c6bbc15,76,7.67,62.59,11,0.36,0.1,5.78,7b0e6ba9-4468-4c48-af76-956b44781565,eebe042a-6a13-4133-b768-03d7e64c9369
a04f6f32-49f5-4693-963b-08873a05e95d,77,-30.54,17.12,10,0.59,0.02,1.68,52359168-c6d5-4a67-8f9a-1cbfdf80c237,4ae74995-1034-481b-813d-ead1c7292f94
9c55db84-1d54-47f0-a18f-a87f4a10e746,78,-15.464,113.59,4,0.57,0.07,28.15,afdd25b9-9fc2-41b6-8760-6a55a3b5461d,23635f10-961f-480d-9314-60c20d2d0457
ff765fdb-4d9f-4c61-8165-954a80497454,79,-71.44,30.96,4,0.59,0.09,7.98,ebf88bfa-3e0a-4194-a624-43434a4caf41,ce982c12-fc21-4570-a38a-aaadcf45b0ef
12ed3e59-6b87-455e-80aa-fed677cbe5e0,80,24.1868,299.74,8,0.56,0.09,45.99,1eaf3c19-0bde-4145-8812-a1fadcf3b1f0,8fc5df08-168f-4cbf-9b68-2580389ae0d7
6857d5eb-7d06-43e0-aff0-8cb9700a39f4,81,63.48448,291.56,36,0.49,0.07,8.09,5b8e60ee-3bc5-4efd-a103-a1dca8294fec,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
87fd8c74-d56f-4544-9894-2cdfd68ad4b7,82,25.91382,647.07,6,0.52,0.0,99.99,1dd6abb4-e2fa-4709-95e4-f0530ce97728,0e201e67-40f5-4a1f-acaf-49a53ffd8ad1
efce62ba-a8db-4ef2-b94a-604a9c14cad6,83,-17.58,83.01,9,0.56,0.05,9.31,a6e0efbc-590b-42e7-bac6-f90db505ddd0,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
95d460de-8c4b-4b97-8b9a-6de34f0b9d9a,84,-336.38464,1396.96,15,0.58,0.06,95.98,18520ac8-4632-4242-8df5-53405f03b750,254f6ae9-0514-44c4-9358-31fa425339f2
c5c12085-21b1-46e2-a0fa-d97550cc5c1e,85,338.6244,490.76,13,0.56,0.1,39.48,529af81d-b08e-42f3-b7de-74a72153a561,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
a0a3ac68-408a-49a2-9c04-198a5336808d,86,-51.25,97.85,18,0.54,0.08,5.81,880b89fc-db21-4e4e-81d4-e0ae78788d4c,d8ac74b0-6467-45e0-83de-90b1bde6c20f
9e391521-7dc2-4229-92e3-2ea8ea2b24bc,87,21.624,94.62,3,0.74,0.0,30.97,d0238e85-95e2-46cf-9bd8-c3171d89b136,bc93112c-d441-48a0-8c54-488f7c692d75
e2a9ab65-eff4-4719-bea0-6c7b33753f00,88,-27.600924,21.16,1,0.4,0.06,17.98,88f8f9b7-8718-40a2-b0a9-54adaf105c04,fde96d54-de2e-4f8d-bdf8-00923525dbd2
cfd5f6ba-9d18-4e30-9dc2-fd4cea931cb2,89,60.8097,88.13,22,0.39,0.07,4.13,5d7dc529-48c9-47e1-a6a9-8e52e93d54b4,a828de89-cc82-45d4-bf6e-a5b176032f59
dfbb96d6-aa74-4c44-b407-702027f8a1a0,90,94.8198,137.42,19,0.38,0.03,7.31,0f6ce743-f711-4fa2-9b98-da5acf2f418f,a828de89-cc82-45d4-bf6e-a5b176032f59
0abbb204-b863-4175-b00c-588ea7cd2a01,91,229.0593,331.97,9,0.51,0.06,39.24,17d2554d-17a1-418e-9f2a-443f21f9c60f,4e0e9f58-0a12-43c5-a36f-aaf11745df19
4622fb79-c345-45ff-8beb-234e8cbf72d1,92,-12.82,64.91,1,0.58,0.08,67.84,ef4493ad-278a-4b77-9e53-b56e4d12ce85,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
3fa034dd-e39f-4bac-ba96-d56081662ab7,93,7.27,15.42,1,0.36,0.04,7.64,0efc8ceb-9279-4134-af92-c660d3b0b4f1,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
e628836b-3f36-4024-9565-d37dca91e37d,94,18.88258,69.4,5,0.4,0.04,12.95,79c23155-455d-4c20-8dd4-ec3b3c6326e4,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
6ed94384-2614-42a4-a307-78dec027d06c,95,391.7199,567.71,10,0.57,0.0,65.99,01eb2d34-7286-4c54-9a5e-3153f926bccb,8fc5df08-168f-4cbf-9b68-2580389ae0d7
5645a00b-a1cf-4992-af4f-e40846a6a7d7,96,-45.1,208.12,7,0.75,0.1,30.73,4d0667a2-dbdc-4415-ba19-062e22d368a4,bc93112c-d441-48a0-8c54-488f7c692d75
98de346e-84f9-41e5-bd39-9816c73bd6da,97,526.608,763.2,4,0.36,0.06,200.97,a2e65c59-8a7d-47e3-b1c2-fe89f9c324e1,ca9f7d3b-7efb-4b94-8af6-123d843d2365
7fb05f00-3bb7-4ecb-804b-32a8ee175029,98,-17.68,16.64,6,0.58,0.09,2.6,93489722-a70d-4949-a187-f1775547f0fb,4ae74995-1034-481b-813d-ead1c7292f94
0cdee71c-dac5-44f1-a79f-a1c64a6d0241,99,1585.0887,2297.23,8,,0.04,276.2,8f092044-e7e2-40b0-91f3-68db004bccb5,7951f709-3401-4b75-b72d-d8453a4a03ee
5e450649-264e-4837-ac35-72f1eff3575a,100,162.666,627.04,6,0.57,0.0,115.99,5b9110d4-bab6-442f-ab75-8225a64afcb0,8fc5df08-168f-4cbf-9b68-2580389ae0d7
09384226-9f69-467e-8c7e-8493facef7db,101,378.1614,548.06,13,0.42,0.02,40.97,82629c6b-7a28-4f9e-8fce-5cfc7ab13b34,4e0e9f58-0a12-43c5-a36f-aaf11745df19
6e3c6ac6-e477-493e-8b2b-95dec9a0e678,102,3.328,129.57,17,0.52,0.08,7.7,75a48521-bf48-4930-9863-6c5d400fa9e7,b52e5bba-866d-42fa-be23-b3d59febd151
df456d44-fed0-4728-b13b-e326c402e459,103,-6923.5992,3267.55,1,0.57,0.07,3502.14,c318d50d-6c8d-46ae-8200-2501840406ea,7155a587-a7d3-4456-90df-46d01a7d5926
9148dc42-9adf-4945-93f1-1fdbd9fa766b,104,-67.49,110.19,17,0.36,0.02,5.98,7cfdbd78-c88e-4250-a477-0a2585116e6e,eebe042a-6a13-4133-b768-03d7e64c9369
421c5f43-ac62-45b9-aa25-cccc0b358f81,105,23.1564,33.56,11,0.37,0.09,3.08,599f5511-5ef5-43f3-8b79-b644495a1c16,a828de89-cc82-45d4-bf6e-a5b176032f59
8eac61cc-6338-4ad8-8a13-a9fd9c808fa0,106,-1513.264896,666.63,14,0.67,0.03,44.43,29dca733-ceb5-4b4b-82d6-a079e053bc27,f8ac426e-bd1b-4289-af7b-ee392b687a2f
00a8a63a-c3a8-4120-9d0f-f48dc33199f0,107,-414.18,814.6,6,0.69,0.07,130.98,3b45ee16-7e9c-43ad-b26d-61b13f5f3f69,23f9b2e9-a232-44f5-a56b-5a94685c046e
03c2b236-a3ab-41ef-9fe5-f840bd406cd3,108,23.5635,34.15,2,0.46,0.01,15.68,2a662b6a-74d9-4cde-81c7-75ee937e4022,80b7eed7-b363-413b-8321-c4b57ac84a00
7fb92979-b7e5-452f-9706-feb0accaba66,109,19.6282,73.55,20,0.38,0.06,3.8,41a41fb7-44eb-4012-9df9-ced6a5d1b3cd,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
49b4bfb1-c500-4e61-bcbb-7fc617e87310,110,-7.9488,109.64,23,0.36,0.04,4.76,558c50f0-417e-4e15-96ab-82007daed533,4fac729b-ee15-487d-9ede-92f1e01c133f
263b3790-0f1a-469b-b5f9-1ff92bc6bd32,111,47.0972,68.79,11,0.55,0.01,5.84,56418d3f-e64a-4fc1-a16d-468bd75322a5,4ae74995-1034-481b-813d-ead1c7292f94
bcfbd488-7e29-44e9-9bb6-bf4196f2c147,112,-211.0595,40.94,7,0.38,0.1,5.94,7c84ea92-1198-4b7f-9260-24055c8a4f03,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
950d4bba-e02f-415a-b48d-64ea8c3f3982,113,5291.4651,7668.79,15,0.37,0.1,525.98,a9e46f20-1fd8-440c-b230-a5fd44cafdcf,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
f0a164c4-a89c-4fdd-9955-aca632cf9a94,114,-143.8648,120.64,10,0.58,0.06,11.66,0a95ac23-72aa-457c-90b8-e33efdfdd66a,23635f10-961f-480d-9314-60c20d2d0457
2795195b-2a57-47cf-b7a6-6f3b7669cf10,115,-96.59,51.56,8,0.36,0.08,6.48,38b87c9c-b202-4240-a0fc-6306252fab68,eebe042a-6a13-4133-b768-03d7e64c9369
1023697b-1db3-4a77-a4fb-e5d1ff5cb253,116,-157.18,45.57,11,0.59,0.0,3.95,9f1bae01-60f5-4e30-a221-87bf3a65c672,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
b44f1f6c-7326-463c-8409-04885424f4e8,117,-231.6,750.94,5,0.59,0.09,150.98,4328ede5-0799-471a-a63b-d32e11aa3b3f,254f6ae9-0514-44c4-9358-31fa425339f2
45956835-2a19-4f33-a0b7-0e56fe036b31,118,-24.2144,65.22,16,0.37,0.08,4.18,37414ff7-b383-41bd-84e0-c1772837d7bb,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
cacbc044-720a-4e88-908d-d1d5387f2646,119,-180.46656,195.63,2,0.66,0.08,89.99,8f9e989d-7280-4419-a8cb-6b0c0cfcc5da,254f6ae9-0514-44c4-9358-31fa425339f2
216c51e1-7e44-4a70-85fe-c5e37d69e509,120,185.266,2292.34,28,0.6,0.05,81.94,8ca9dcda-8b40-45aa-ab13-f5c0bc319def,23f9b2e9-a232-44f5-a56b-5a94685c046e
25806a88-fdaa-4e6e-a5ed-01fbf3859bf7,121,77.372,125.92,20,0.35,0.03,6.08,780504aa-61d3-4c08-b68a-11627fd853f2,d8ac74b0-6467-45e0-83de-90b1bde6c20f
89f84a47-ad67-4861-8a2c-9f5bd2290c2e,122,25.116,36.4,4,0.43,0.1,9.93,86168d3c-ce99-4020-b21d-c38c0a7f7bb4,4ae74995-1034-481b-813d-ead1c7292f94
0cf6d801-abb9-4a5c-8678-801b262f00a8,123,67.8477,98.33,5,0.38,0.04,19.98,3512ddbe-5cc8-432b-ab70-640941636983,eebe042a-6a13-4133-b768-03d7e64c9369
ea460898-6b65-4f0f-8c20-2ef2deb95ebf,124,173.66272,333.6,15,0.43,0.0,22.24,5925206e-274d-492c-9666-ecee99887a50,4e0e9f58-0a12-43c5-a36f-aaf11745df19
5418cac2-d836-4858-a951-6d581012853f,125,2.14,22.85,3,0.36,0.02,5.98,c400c8f5-b1fe-4aaf-be5e-c5e75a753e17,eebe042a-6a13-4133-b768-03d7e64c9369
45106acf-9420-4754-b68b-52a684d94153,126,349.4091,506.39,17,0.38,0.04,29.14,19e3b10e-dff8-4b54-b3f4-a73fe38e5f64,4fac729b-ee15-487d-9ede-92f1e01c133f
c6e862d7-41ab-4d36-b35e-11279aeae33f,127,-8.37,17.55,3,0.56,0.09,5.85,d364050c-f0aa-43e2-a6c0-bec4948c8add,4ae74995-1034-481b-813d-ead1c7292f94
a6132984-b2a2-45ba-942f-cde98da47ead,128,-103.96848,439.92,20,0.83,0.02,20.89,a270b141-26e0-4366-b635-16e0008c731f,0270a150-478b-4fd8-b108-aa88ce2b6047
698bd8f4-e760-45f9-98d6-2fe0024342ef,129,97.36,207.91,3,0.59,0.07,70.97,815a7f1a-f184-4f48-8d79-e21b8e887b31,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
3066ae55-90e4-4483-9fdb-36663f16c951,130,691.3179,1001.91,16,0.57,0.02,59.98,742a2b59-01cc-4e35-beb1-353532efbeca,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
